Account Number,Date,Revenue Amount,Type,Fund,Campaign,Appeal,Primary City,Primary State,Primary ZIP Code
668,6/9/19,$30.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Westerville,OH,43081-3771
748,6/9/19,$30.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Westerville,OH,43081-3771
2483,6/9/19,$30.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Westerville,OH,43081-3771
2482,6/9/19,$30.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Westerville,OH,43081-3771
408,6/9/19,$20.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43220-4431
2481,6/9/19,$20.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43220-4431
2480,6/9/19,$20.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43220-4431
2479,6/9/19,$20.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43220-4431
2478,6/9/19,$20.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43220-4431
2477,6/9/19,$20.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Millersport,OH,43046-9509
2476,6/9/19,$20.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Millersport,OH,43046-9509
2475,6/9/19,$20.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Millersport,OH,43046-9509
2474,6/9/19,$20.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Baltimore,OH,43105-9426
416,6/9/19,$30.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43231-4075
783,6/9/19,$30.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43221-5688
2473,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43209-2657
1850,6/9/19,$30.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43235
824,6/9/19,$20.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43214-2555
452,6/9/19,$20.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43214-2555
723,6/9/19,$20.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43214
1813,6/9/19,$20.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43214-2555
1812,6/9/19,$20.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43214-2555
1811,6/9/19,$20.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43214-2555
2472,6/9/19,$25.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Littleton,CO,80127-3520
770,6/9/19,$20.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Pataskala,OH,43062
355,6/9/19,$20.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Pataskala,OH,43062-9652
726,6/9/19,$20.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43220
1771,6/9/19,$20.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43220-2805
1770,6/9/19,$20.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43220-2805
1769,6/9/19,$20.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43220-2805
1768,6/9/19,$20.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43220-2805
2471,6/9/19,$30.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Whitehall,OH,43213
2470,6/9/19,$30.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Groveport,OH,43125-9478
2469,6/9/19,$30.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Groveport,OH,43125-9478
740,6/9/19,$30.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43235-1160
150,6/9/19,$30.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43235-1160
882,6/9/19,$30.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43235-1160
2468,6/9/19,$30.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43235-1160
577,6/9/19,$30.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43215
753,6/9/19,$30.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43215
848,6/9/19,$30.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43214-2101
245,6/9/19,$30.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43214
330,6/9/19,$30.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Dublin,OH,43016
1845,6/9/19,$30.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Dublin,OH,43016-5019
490,6/9/19,$40.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43220-3802
490,6/9/19,$20.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43220-3802
8001,6/9/19,$50.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Oak Island,NC,28461
2467,6/9/19,$50.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Savannah,GA,31410-5113
1954,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43221
655,6/9/19,$30.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43221-4224
2466,6/9/19,$25.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43213-2863
2465,6/9/19,$20.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43213-2863
545,6/9/19,$20.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43213-2863
8231,6/9/19,$40.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43214-4014
1878,6/9/19,$40.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43214-4014
1878,6/9/19,$40.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43214-4014
2463,6/9/19,$30.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43209-1667
2350,6/9/19,$30.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43209-1667
2462,6/9/19,$40.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,,,
2461,6/9/19,$30.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43220-4848
169,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Delaware,OH,43015-6026
616,6/9/19,$30.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43220-2210
616,6/9/19,$30.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43220-2210
2460,6/9/19,$30.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Lewis Center,OH,43035-6014
2459,6/9/19,$20.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43215-2278
467,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43231-4822
341,6/9/19,$30.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43221-1232
341,6/9/19,$30.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43221-1232
1424,6/9/19,$20.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43235
2456,6/9/19,$30.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43235-1759
2455,6/9/19,$30.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43235-1759
756,6/9/19,$30.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43221-3043
898,6/9/19,$25.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43220-4870
484,6/9/19,$25.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43220-4870
1767,6/9/19,$25.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43220-4870
1766,6/9/19,$25.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43220-4870
2453,6/9/19,$25.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43220-4870
2452,6/9/19,$50.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Worthington,OH,43085-2539
1495,6/9/19,$30.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Blacklick,OH,43004-6063
2451,6/9/19,$20.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Manassas,VA,20110
2450,6/9/19,$80.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Plain City,OH,43064
2449,6/9/19,$80.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Westerville,OH,43081-0034
406,6/9/19,$20.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,West Jefferson,OH,43162-1566
357,6/9/19,$20.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,West Jefferson,OH,43162-1566
2448,6/9/19,$30.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43212-1634
2447,6/9/19,$80.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Yellow Springs,OH,45387-1702
1871,6/9/19,$20.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43209-1441
1870,6/9/19,$20.00 ,Donation,Unrestricted,,,Columbus,OH,43209-1441
88,6/9/19,$30.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43209-1441
469,6/9/19,$30.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43209-1441
2446,6/9/19,$30.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Dover,OH,44622-1385
2445,6/9/19,$30.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,North Canton,OH,44720-9129
1764,6/9/19,$30.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43220
2444,6/9/19,$30.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43220-4308
2443,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Blacklick,OH,43004-8072
2442,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43221-3739
359,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43202-1254
2441,6/9/19,$25.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Dublin,OH,43016-6156
2440,6/9/19,$25.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Dublin,OH,43016-6156
2439,6/9/19,$25.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Dublin,OH,43016-6156
2438,6/9/19,$25.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Dublin,OH,43016-6156
2437,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Dublin,OH,43017-3078
2437,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Dublin,OH,43017-3078
862,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Powell,OH,43065
200,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Powell,OH,43065-7322
2435,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Powell,OH,43065-7322
1833,6/9/19,$25.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43235
1829,6/9/19,$25.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43235-1728
1831,6/9/19,$25.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43235-1728
1830,6/9/19,$25.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43235-1728
1828,6/9/19,$25.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43235-1728
1827,6/9/19,$25.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43235-1728
1832,6/9/19,$25.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43235
2434,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43212-1634
2433,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43214-3015
371,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,,,
2432,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Powell,OH,43065
91,6/9/19,$20.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Goodyear,AZ,85395
198,6/9/19,$20.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Goodyear,AZ,85395
652,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43221-3431
778,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43221-3431
1635,6/9/19,$55.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Westerville,OH,43082
5,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43235
548,6/9/19,$93.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43214-3053
1878,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43214-4014
709,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43221
480,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43221
1751,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43221-1529
1750,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43221-1529
1864,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Mount Vernon,OH,43050-1018
2429,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43224-1013
2428,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43224-1013
2427,6/9/19,$40.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Goodyear,AZ,85395
1702,6/9/19,$70.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Williamsburg,VA,23185
2426,6/9/19,$20.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Rancho Cucamonga,CA,91739
2425,6/9/19,$85.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Greenacres,WA,99016-5288
622,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,COLUMBUS,OH,43214-3712
2424,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43201-2535
512,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Dublin,OH,43016-4118
512,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Dublin,OH,43016-4118
2422,6/9/19,$55.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43221-1443
281,6/9/19,$40.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43209-2529
1717,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43221-3212
2421,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43221-3212
2420,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Cincinnati,OH,45244-3148
474,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43235
2419,6/9/19,$20.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Morgan,UT,84050
517,6/9/19,$50.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43220-4217
2418,6/9/19,$20.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Glen Head,NY,11545-1136
432,6/9/19,$25.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43221-1306
432,6/9/19,$25.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43221-1306
485,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43205-1865
828,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43205-1865
809,6/9/19,$55.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Bidwell,OH,45614-8201
927,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Bidwell,OH,45614-8201
9739,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Dublin,OH,43017
705,6/9/19,$50.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Galena,OH,43021-9085
624,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Powell,OH,43065-7334
2414,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Marysville,OH,43040-8988
2413,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43202
624,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Powell,OH,43065-7334
1726,6/9/19,$25.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Grove City,OH,43123
2414,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Marysville,OH,43040-8988
2410,6/9/19,$25.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43214
1728,6/9/19,$25.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Grove City,OH,43123
2409,6/9/19,$25.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43220-3860
2408,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Westerville,OH,43082
2407,6/9/19,$50.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Westerville,OH,43082
2406,6/9/19,$25.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43220
2405,6/9/19,$25.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43220
2404,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43231
2403,6/9/19,$75.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43220-3038
2402,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43231
2401,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43231
439,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Jacksonville Beach,FL,32250-6376
2399,6/9/19,$25.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43220
439,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Jacksonville Beach,FL,32250-6376
2397,6/9/19,$35.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43221-4061
8844,6/9/19,$51.43 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Gahanna,OH,43230
1405,6/7/19,$10.00 ,Recurring Donation Payment,Unrestricted,,,Lewis Center,OH,43035-6126
61,6/5/19,$25.87 ,Recurring Donation Payment,Unrestricted,,,West Jefferson,OH,43162-9658
2390,6/3/19,$200.00 ,Donation,Unrestricted,,,Columbus,OH,43231-4860
91,6/1/19,$5.00 ,Recurring Donation Payment,Unrestricted,,,Goodyear,AZ,85395
2264,6/1/19,$15.64 ,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685-7583
8001,6/1/19,$20.00 ,Recurring Donation Payment,Unrestricted,,,Oak Island,NC,28461
1973,5/30/19,"$1,000.00 ",Donation,Unrestricted,,,Columbus,OH,43204
9765,5/30/19,$20.76 ,Recurring Donation Payment,Unrestricted,,,Galena,OH,43021
250,5/28/19,$25.87 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
866,5/26/19,$51.43 ,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685
1334,5/26/19,$204.81 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43085-7216
2253,5/25/19,$50.00 ,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685-6916
197,5/24/19,$140.00 ,Donation,Unrestricted,,,,,
1961,5/23/19,$25.87 ,Recurring Donation Payment,Unrestricted,,,,,
2384,5/22/19,$40.00 ,Donation,Unrestricted,,,Louisville,OH,44641-9112
2383,5/22/19,$20.00 ,Donation,Unrestricted,,,North Canton,OH,44720-2130
2382,5/22/19,$30.00 ,Donation,Unrestricted,,,Westerville,OH,43082-8715
54,5/22/19,$250.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Upper Arlington,OH,43221
10039,5/18/19,$511.55 ,Donation,Unrestricted,,,Chagrin Falls,OH,44022
110,5/15/19,$153.68 ,Donation,Unrestricted,,,Fishers,IN,46038-1758
383,5/15/19,$100.00 ,Recurring Donation Payment,Unrestricted,,,Bremerton,WA,98312
222,5/14/19,$500.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43209
1367,5/14/19,$128.12 ,Donation,Unrestricted,,,Yellow Springs,OH,45387
618,5/14/19,"$1,000.00 ",Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Grove City,OH,43123-0446
2376,5/14/19,$500.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43215
1419,5/12/19,"$1,000.00 ",Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Chagrin Falls,OH,44022-2659
825,5/12/19,$51.43 ,Donation,Unrestricted,,,Saint James City,FL,33956
752,5/12/19,$102.56 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214
32,5/11/19,$100.00 ,Recurring Donation Payment,Unrestricted,,,St. James City,FL,33956
193,5/11/19,$30.00 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214-1721
1231,5/11/19,$10.00 ,Recurring Donation Payment,Unrestricted,,,Edgewater,FL,32132-6942
415,5/10/19,"$1,000.00 ",Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43235-1129
1641,5/10/19,$50.00 ,Donation,Unrestricted,,,Plain City,OH,43064-2540
1117,5/10/19,$25.00 ,Recurring Donation Payment,Unrestricted,,,Pleasant Hill,CA,94523-2624
1556,5/9/19,$255.93 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Galena,OH,43021
1040,5/9/19,"$2,500.00 ",Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43215
8225,5/9/19,$51.43 ,Donation,Unrestricted,,,Dublin,OH,43016
844,5/7/19,"$1,000.00 ",Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Worthington,OH,43085
2374,5/7/19,$1.33 ,Donation,Unrestricted,,,Lawrenceville,GA,30044-4634
767,5/6/19,$500.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43220
61,5/5/19,$25.87 ,Recurring Donation Payment,Unrestricted,,,West Jefferson,OH,43162-9658
1405,5/5/19,$10.00 ,Recurring Donation Payment,Unrestricted,,,Lewis Center,OH,43035-6126
2373,5/4/19,$51.43 ,Donation,Unrestricted,,,Chicago,IL,60618-6506
2370,5/1/19,$0.00 ,Donation,Unrestricted,,Young Professionals Fundraiser,Grove City,OH,43123-0058
2369,5/1/19,$51.43 ,Donation,Unrestricted,,,Washington,DC,20037-1963
2368,5/1/19,$0.00 ,Donation,Unrestricted,,Young Professionals Fundraiser,Worthington,OH,43085
91,5/1/19,$5.00 ,Recurring Donation Payment,Unrestricted,,,Goodyear,AZ,85395
2264,5/1/19,$15.64 ,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685-7583
8001,5/1/19,$20.00 ,Recurring Donation Payment,Unrestricted,,,Oak Island,NC,28461
2366,4/30/19,$50.00 ,Donation,Unrestricted,,,Millersport,OH,43046
2364,4/30/19,$204.81 ,Donation,Unrestricted,,,Columbus,OH,43221
1701,4/29/19,$175.00 ,Donation,Unrestricted,,,Apache Junction,AZ,85120-8777
2062,4/29/19,,Soft Credit,Unrestricted,,,Columbus,OH,43221-4238
2363,4/29/19,"$1,000.00 ",Donation,Unrestricted,,,Columbus,OH,43221-3617
1284,4/29/19,"$1,500.00 ",Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Slippery Rock,PA,16057
2362,4/29/19,$250.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,Columbus,OH,43214
181,4/29/19,$250.00 ,Donation,Unrestricted,Sam's Fans 5k Presented by Boich Companies,,DUBLIN,OH,43017
